timestamp;sensor1;sensor2;sensor3;sensor4;sensor5;status
2026-01-03 00:19:39;18;548.83;True;23.98;97;Success
2026-01-03 00:19:44;31;157.22;False;23.98;97;Success
2026-01-03 00:19:49;59;99.07;False;23.98;97;Failed
2026-01-03 00:19:54;57;511.38;True;23.98;97;Failed
2026-01-03 00:19:59;64;664.75;False;23.98;97;Failed
2026-01-03 00:20:12;89;108.8;True;23.98;97;Success
2026-01-03 00:20:17;100;693.9;True;23.98;97;Success
2026-01-03 00:20:22;40;997.0;False;23.98;97;Success
2026-01-03 00:20:27;22;937.83;False;23.98;97;Success
2026-01-03 00:20:32;80;78.06;False;23.98;97;Success
2026-01-03 00:20:37;61;561.86;True;23.98;97;Success
2026-01-03 00:20:42;51;601.08;True;23.98;97;Success
2026-01-03 00:20:47;30;273.79;True;23.98;97;Success
2026-01-03 00:20:52;75;139.59;False;23.98;97;Success
2026-01-03 00:20:57;19;846.04;False;23.98;97;Success
2026-01-03 00:21:02;31;658.86;True;23.98;97;Success
2026-01-03 00:21:07;26;229.0;False;23.98;97;Success
2026-01-03 00:21:12;12;746.14;True;23.98;97;Success
2026-01-03 00:21:17;6;175.98;False;23.98;97;Success
2026-01-03 00:21:22;60;757.6;True;23.98;97;Success
2026-01-03 00:21:27;28;656.21;True;23.98;97;Success
2026-01-03 00:21:32;38;369.34;False;23.98;97;Success
2026-01-03 00:21:57;64;689.85;True;23.98;97;Success
2026-01-03 00:22:02;5;324.3;True;23.98;97;Success
2026-01-03 00:22:07;60;215.5;False;23.98;97;Success
2026-01-03 00:22:12;54;491.41;False;23.98;97;Success
2026-01-03 00:22:17;9;592.74;False;23.98;97;Success
2026-01-03 00:22:27;25;157.71;False;23.98;97;Success
2026-01-03 00:22:28;23;938.32;False;23.98;97;Success
2026-01-03 00:22:29;61;286.67;True;23.98;97;Success
2026-01-03 00:22:30;12;205.96;False;23.98;97;Success
2026-01-03 00:22:31;39;90.3;True;23.98;97;Success
2026-01-03 00:22:32;8;798.97;False;23.98;97;Success
2026-01-03 00:22:33;97;378.74;False;23.98;97;Success
2026-01-03 00:22:34;11;662.38;True;23.98;97;Success
2026-01-03 00:22:35;76;380.57;True;23.98;97;Success
2026-01-03 00:22:36;7;944.74;False;23.98;97;Success
2026-01-03 00:22:37;12;35.1;False;23.98;97;Success
2026-01-03 00:22:38;26;859.54;False;23.98;97;Success
2026-01-03 00:22:39;2;791.96;True;23.98;97;Success
2026-01-03 00:22:40;79;511.29;False;23.98;97;Success
2026-01-03 00:22:41;40;5.62;False;23.98;97;Success
2026-01-03 00:22:42;39;182.32;False;23.98;97;Success
