timestamp;sensor1;sensor2;sensor3;sensor4;sensor5;status
2026-01-02 16:24:10;13;649.92;True;26.46;78;Success
2026-01-02 16:24:15;7;272.56;True;26.46;78;Success
2026-01-02 16:24:20;49;875.64;True;26.46;78;Success
2026-01-02 16:24:25;99;155.39;True;26.46;78;Success
2026-01-02 16:24:30;93;240.21;False;26.46;78;Success
2026-01-02 16:24:35;100;794.81;False;26.46;78;Success
2026-01-02 16:24:40;43;287.41;False;26.46;78;Success
2026-01-02 16:24:45;72;555.55;False;26.46;78;Success
2026-01-02 16:24:50;23;144.07;True;26.46;78;Success
2026-01-02 16:24:55;49;650.08;True;26.46;78;Success
2026-01-02 16:25:00;54;426.13;False;26.46;78;Success
2026-01-02 16:25:05;92;784.25;False;26.46;78;Success
2026-01-02 16:25:10;33;584.53;True;26.46;78;Success
2026-01-02 16:25:15;9;528.48;True;26.46;78;Success
2026-01-02 16:25:20;29;33.93;False;26.46;78;Success
2026-01-02 16:25:25;76;589.41;True;26.46;78;Success
2026-01-02 16:25:30;56;288.12;True;26.46;78;Success
2026-01-02 16:25:35;60;568.13;True;26.46;78;Success
2026-01-02 16:25:40;23;556.52;False;26.46;78;Success
2026-01-02 16:25:45;70;587.34;False;26.46;78;Success
2026-01-02 16:25:50;10;557.6;False;26.46;78;Success
2026-01-02 16:25:55;34;270.4;False;26.46;78;Success
2026-01-02 16:26:00;83;320.27;False;26.46;78;Success
2026-01-02 16:26:05;48;79.39;False;26.46;78;Success
2026-01-02 16:26:10;38;628.7;True;26.46;78;Success
2026-01-02 16:26:15;13;265.36;False;26.46;78;Success
2026-01-02 16:26:20;86;391.38;False;26.46;78;Success
2026-01-02 16:26:25;66;663.25;False;26.46;78;Success
2026-01-02 16:26:30;61;332.07;True;26.46;78;Success
2026-01-02 16:26:50;22;781.55;False;26.46;78;Success
2026-01-02 16:26:55;4;351.16;False;26.46;78;Success
2026-01-02 16:27:00;72;858.18;True;26.46;78;Success
2026-01-02 16:27:05;87;486.83;False;26.46;78;Success
2026-01-02 16:27:10;21;25.47;False;26.46;78;Success
2026-01-02 16:27:15;42;916.78;False;26.46;78;Success
2026-01-02 16:27:20;80;745.33;True;26.46;78;Success
2026-01-02 16:27:30;13;998.43;True;26.46;78;Success
2026-01-02 16:27:31;35;931.04;False;26.46;78;Success
2026-01-02 16:27:32;13;53.1;True;26.46;78;Success
2026-01-02 16:27:33;48;401.89;False;26.46;78;Success
2026-01-02 16:27:34;61;147.51;False;26.46;78;Success
2026-01-02 16:27:35;90;363.95;True;26.46;78;Success
2026-01-02 16:27:36;22;532.42;False;26.46;78;Success
2026-01-02 16:27:37;30;101.35;False;26.46;78;Success
2026-01-02 16:27:38;79;466.06;True;26.46;78;Success
2026-01-02 16:27:39;73;746.33;False;26.46;78;Success
2026-01-02 16:27:40;72;239.11;False;26.46;78;Success
2026-01-02 16:27:41;25;624.38;True;26.46;78;Success
2026-01-02 16:27:42;33;273.58;False;26.46;78;Success
2026-01-02 16:27:43;61;252.43;True;26.46;78;Success
2026-01-02 16:27:44;43;523.14;True;26.46;78;Success
2026-01-02 16:27:45;77;840.5;False;26.46;78;Success
2026-01-02 16:27:46;34;179.26;True;26.46;78;Success
2026-01-02 16:27:47;100;207.74;True;26.46;78;Success
2026-01-02 16:27:48;38;782.91;True;26.46;78;Success
2026-01-02 16:27:49;36;120.92;False;26.46;78;Success
2026-01-02 16:27:50;78;38.08;False;26.46;78;Success
2026-01-02 16:27:51;70;332.57;False;26.46;78;Success
2026-01-02 16:27:52;91;471.15;True;26.46;78;Success
2026-01-02 16:27:53;52;174.28;True;26.46;78;Success
2026-01-02 16:27:54;26;722.82;True;26.46;78;Success
2026-01-02 16:27:55;50;183.02;False;26.46;78;Success
2026-01-02 16:27:56;7;94.76;False;26.46;78;Success
2026-01-02 16:27:57;3;550.23;True;26.46;78;Success
2026-01-02 16:27:58;56;414.19;False;26.46;78;Success
2026-01-02 16:27:59;47;2.88;False;26.46;78;Success
2026-01-02 16:28:00;47;633.96;False;26.46;78;Success
2026-01-02 16:28:01;23;170.73;True;26.46;78;Success
2026-01-02 16:28:02;26;401.84;False;26.46;78;Success
2026-01-02 16:28:03;96;464.68;True;26.46;78;Success
2026-01-02 16:28:04;40;95.41;True;26.46;78;Success
2026-01-02 16:28:05;23;867.47;True;26.46;78;Success
2026-01-02 16:28:06;29;210.8;False;26.46;78;Success
2026-01-02 16:28:07;31;256.93;True;26.46;78;Success
2026-01-02 16:28:08;24;465.23;False;26.46;78;Success
2026-01-02 16:28:09;16;601.47;False;26.46;78;Success
2026-01-02 16:28:10;6;99.35;False;26.46;78;Success
2026-01-02 16:28:11;23;315.32;False;26.46;78;Success
2026-01-02 16:28:12;36;892.98;False;26.46;78;Success
2026-01-02 16:28:13;8;400.54;False;26.46;78;Success
